userid,password,residence_state,high_school_name,high_school_city,high_school_state,GPA,college_class,major_1,major_2,SAT_math,SAT_EBRW,ACT_English,ACT_math,ACT_reading,ACT_science,ACT_composite,SAT_literature,SAT_US_hist,SAT_world_hist,SAT_math_I,SAT_math_II,SAT_eco_bio,SAT_mol_bio,SAT_chemistry,SAT_physics,num_AP_passed
didoEradis2628,didoEradis2628,NY,The Stony Brook School,Stony Brook,NY,2.6,2024,Political Science,Chemistry,590,460,18,19,21,20,15,520,540,540,560,510,490,510,510,500,3
nessiCristina7841,nessiCristina7841,NY,Central Islip Senior High School,Central Islip,NY,3.1,2024,Mathematics,Music Theory,680,750,30,27,28,28,29,720,720,670,690,650,690,680,750,690,9
jenelleHarrie7215,jenelleHarrie7215,NY,The Stony Brook School,Stony Brook,NY,3.0,2024,Political Science,Biology,650,660,29,31,29,27,27,670,700,640,710,640,670,630,620,650,9
xenaLuckett9022,xenaLuckett9022,NY,Cold Spring Harbor High School,Cold Spring Harbor,NY,2.8,2024,History,Art History,670,620,27,21,27,24,26,670,600,670,610,620,680,610,640,640,9
justinnLoriner5615,justinnLoriner5615,NY,Lindenhurst Senior High School,Lindenhurst,NY,2.5,2024,Music Theory,Political Science,560,540,24,24,18,21,17,560,520,570,510,560,580,600,560,530,7
adoreeAppolonia1477,adoreeAppolonia1477,NY,Smithtown Christian School,Smithtown,NY,3.4,2024,Geology,Physics,750,750,34,28,33,32,29,770,760,760,710,760,740,700,740,750,3
mabelleJanyte8868,mabelleJanyte8868,NY,East Islip High School,Islip Terrace,NY,2.7,2024,Chemistry,Physics,520,560,25,21,18,25,19,600,540,500,490,550,530,550,530,550,8
selmaOthilie472,selmaOthilie472,NY,Ward Melville Senior High School,East Setauket,NY,3.1,2024,Chemistry,Geology,650,650,30,26,25,34,26,690,680,690,630,660,680,700,690,650,8
lesliTillinger7603,lesliTillinger7603,NY,Mount Sinai High School,Mount Sinai,NY,2.7,2024,Geology,Mathematics,610,590,23,26,20,29,22,540,540,600,580,550,620,590,610,590,2
tamraAeriel8684,tamraAeriel8684,NY,Half Hollow Hills High School East,Dix Hills,NY,2.4,2024,History,Chemistry,540,610,18,22,16,20,20,530,540,550,510,590,540,570,530,560,0
jodieMelton4054,jodieMelton4054,NY,Walt Whitman High School,Huntington Station,NY,2.4,2024,Computer Science,Geology,510,550,18,20,17,22,19,530,500,480,520,490,540,460,540,510,2
ilyseLeno6838,ilyseLeno6838,NY,Ross School,East Hampton,NY,2.5,2024,Physics,Chemistry,530,520,16,27,21,20,23,520,500,560,500,550,600,540,580,590,4
tandySuhail2343,tandySuhail2343,NY,Sachem High School North,Lake Ronkonkoma,NY,2.9,2024,Music Theory,Political Science,720,690,28,30,28,25,24,720,740,700,660,670,700,600,640,680,7
doralynGustie1142,doralynGustie1142,NY,Walter G Oconnell Copiague High School,Copiague,NY,3.4,2024,Physics,Art History,700,680,33,26,23,27,27,740,760,670,760,660,730,690,740,680,6
jaquenetteFablan7338,jaquenetteFablan7338,NY,East Islip High School,Islip Terrace,NY,3.2,2024,Political Science,Art History,720,650,23,30,27,29,27,720,680,690,710,730,720,640,720,670,0
giustinaTade8023,giustinaTade8023,NY,Greenport High School,Greenport,NY,3.5,2024,Physics,Music Theory,770,730,36,29,32,28,30,700,720,770,740,740,720,750,770,740,7
gustiConlee4619,gustiConlee4619,NY,Pierson Middle High School,Sag Harbor,NY,2.7,2024,Physics,Mathematics,660,670,28,28,23,32,24,700,720,720,660,680,700,710,660,670,4
giuliaBell1615,giuliaBell1615,NY,Cold Spring Harbor High School,Cold Spring Harbor,NY,2.9,2024,Computer Science,Biology,600,620,26,26,26,21,29,600,620,610,610,620,650,630,620,610,0
katlinPeppard4661,katlinPeppard4661,NY,Bridgehampton School,Bridgehampton,NY,2.5,2024,Political Science,Physics,590,610,22,23,18,21,17,600,570,520,560,590,570,520,550,600,7
babbPickard3841,babbPickard3841,NY,Centereach High School,Centereach,NY,2.7,2024,Political Science,Physics,580,620,25,21,27,22,20,570,580,620,630,570,640,600,560,550,2
zarlaPeirce2857,zarlaPeirce2857,NY,East Hampton High School,East Hampton,NY,1.6,2024,Chemistry,Computer Science,380,360,18,13,12,12,17,390,430,430,410,430,430,420,420,430,7
reginaAlyse3669,reginaAlyse3669,NY,Hauppauge High School,Hauppauge,NY,2.2,2024,Physics,Computer Science,530,460,13,22,19,18,18,560,520,510,500,540,520,500,470,530,1
tammyBertolde2640,tammyBertolde2640,NY,Smithtown Christian School,Smithtown,NY,2.8,2024,History,Music Theory,590,590,29,27,22,32,22,630,610,650,560,650,580,600,610,600,3
bonnibelleAllissa5816,bonnibelleAllissa5816,NY,Southampton High School,Southampton,NY,2.6,2024,Political Science,Computer Science,590,520,18,20,18,26,19,580,600,600,590,560,560,530,600,580,7
fideliaMittel4035,fideliaMittel4035,NY,Hauppauge High School,Hauppauge,NY,1.9,2024,Physics,Geology,490,490,19,16,16,24,13,490,450,450,460,440,460,490,440,450,2
edeFreberg5735,edeFreberg5735,NY,Walter G Oconnell Copiague High School,Copiague,NY,2.7,2024,Biology,Geology,610,590,30,30,27,25,22,610,620,680,670,630,630,670,620,620,9
tiffGlenine8142,tiffGlenine8142,NY,Longwood High School,Middle Island,NY,3.5,2024,Music Theory,History,740,720,27,29,25,30,24,660,680,630,680,700,650,690,720,690,0
whitneyGessner19,whitneyGessner19,NY,Newfield High School,Selden,NY,2.6,2024,Chemistry,Physics,670,620,23,26,24,25,25,600,630,630,570,630,660,650,660,640,2
helsaWhitcomb9577,helsaWhitcomb9577,NY,Harborfields High School,Greenlawn,NY,3.2,2024,Music Theory,History,730,680,31,29,27,36,21,630,750,760,730,710,750,770,690,720,1
bobbyMadeline9931,bobbyMadeline9931,NY,Bellport Senior High School,Brookhaven,NY,2.9,2024,History,Chemistry,710,720,34,33,28,34,30,730,690,710,710,720,680,710,740,750,9
hermineThorner9700,hermineThorner9700,NY,Harborfields High School,Greenlawn,NY,2.0,2024,History,Music Theory,480,510,18,21,23,17,16,470,440,440,490,470,470,500,490,490,3
editaSafko861,editaSafko861,NY,Newfield High School,Selden,NY,3.7,2024,Chemistry,Political Science,770,750,32,36,36,29,32,770,780,770,780,770,790,730,770,750,7
nikanikiDoi9913,nikanikiDoi9913,NY,Half Hollow Hills High School East,Dix Hills,NY,2.8,2024,History,Chemistry,630,620,19,17,28,23,28,690,600,600,660,540,600,610,580,620,8
lexieQuesta1637,lexieQuesta1637,NY,North Babylon High School,North Babylon,NY,3.3,2024,Geology,Art History,650,660,29,29,26,29,29,640,730,670,660,700,690,620,660,680,9
bernettaLinnette1024,bernettaLinnette1024,NY,Centereach High School,Centereach,NY,3.4,2024,History,Political Science,690,730,28,29,35,28,28,710,660,690,750,740,730,700,700,700,3
michaelaKeyes1362,michaelaKeyes1362,NY,Rocky Point High School,Rocky Point,NY,3.4,2024,History,Physics,730,740,29,24,31,31,24,690,670,700,730,680,660,680,690,700,3
fanchonIvie2226,fanchonIvie2226,NY,Comsewogue High School,Port Jefferson Sta,NY,3.1,2024,Mathematics,Art History,700,660,31,25,30,31,29,720,670,670,650,680,680,740,690,710,5
mellisaWelford3266,mellisaWelford3266,NY,Longwood High School,Middle Island,NY,3.2,2024,Computer Science,Geology,800,780,31,33,32,26,31,780,750,800,730,750,750,710,780,790,8
alaineSid2103,alaineSid2103,NY,Shoreham Wading River High School,Shoreham,NY,2.6,2024,Geology,Mathematics,530,560,19,18,22,23,21,540,530,580,520,530,520,570,540,550,4
florenzaStar1738,florenzaStar1738,NY,Earl L Vandermeulen High School,Port Jefferson,NY,3.6,2024,Mathematics,Biology,740,790,29,31,33,35,31,790,780,730,760,730,800,800,730,770,8
jankaBasham4153,jankaBasham4153,NY,Southampton High School,Southampton,NY,1.9,2024,Chemistry,Geology,450,490,17,11,16,17,19,410,450,420,480,480,530,400,430,420,4
johannahWiltz3408,johannahWiltz3408,NY,Bay Shore Senior High School,Bay Shore,NY,3.5,2024,Chemistry,Mathematics,760,780,32,34,30,34,31,760,780,770,750,780,780,800,770,720,5
tiphanieReamonn8582,tiphanieReamonn8582,NY,Sayville High School,West Sayville,NY,3.0,2024,Political Science,History,620,630,22,24,25,31,27,620,620,620,670,590,640,640,590,610,6
ashlaArondel635,ashlaArondel635,NY,Earl L Vandermeulen High School,Port Jefferson,NY,2.4,2024,Computer Science,Physics,470,490,18,19,23,20,24,460,530,500,520,540,470,520,470,460,8
genniferHanus5486,genniferHanus5486,NY,Center Moriches High School,Center Moriches,NY,3.1,2024,Music Theory,Mathematics,660,710,29,27,33,33,26,650,730,690,710,740,720,730,650,700,5
gayleenLotz9987,gayleenLotz9987,NY,Smithtown High School   Western Campus,Smithtown,NY,2.8,2024,Physics,Geology,590,660,28,28,25,27,23,640,660,610,590,640,620,570,570,600,0
justineTertias9615,justineTertias9615,NY,Central Islip Senior High School,Central Islip,NY,3.7,2024,Art History,Geology,760,770,30,36,35,33,35,770,780,800,720,800,750,770,780,800,3
cordulaEllora1949,cordulaEllora1949,NY,Lindenhurst Senior High School,Lindenhurst,NY,3.2,2024,Biology,Physics,660,680,25,23,28,25,25,570,660,640,660,700,630,660,650,650,6
ginniferFeingold6395,ginniferFeingold6395,NY,East Islip High School,Islip Terrace,NY,2.3,2024,Chemistry,Mathematics,520,540,19,24,23,22,24,520,550,530,620,550,610,540,560,540,6
mayeMotteo3855,mayeMotteo3855,NY,Islip High School,Islip,NY,3.2,2024,Biology,Mathematics,740,700,29,28,28,31,29,720,680,690,720,710,780,750,730,740,6
loisJulia2337,loisJulia2337,NY,Deer Park High School,Deer Park,NY,3.3,2024,Computer Science,Chemistry,670,720,26,33,32,27,27,690,680,720,690,760,750,670,700,710,7
bernadeneLowrie136,bernadeneLowrie136,NY,Smithtown High School East,Saint James,NY,3.0,2024,Biology,Art History,660,640,30,32,30,25,34,660,690,700,680,700,670,670,710,670,4
oliyParthenia2185,oliyParthenia2185,NY,Cold Spring Harbor High School,Cold Spring Harbor,NY,2.9,2024,Mathematics,History,640,630,28,27,33,27,22,670,640,730,650,630,620,670,670,660,7
dannyPorter3047,dannyPorter3047,NY,Kings Park High School,Kings Park,NY,3.1,2024,Geology,Physics,690,630,28,27,26,24,25,650,630,700,650,650,670,690,640,640,4
celkaKarli3690,celkaKarli3690,NY,Patchogue Medford High School,Medford,NY,2.4,2024,Music Theory,Geology,540,530,17,18,19,24,19,470,510,530,500,450,490,540,540,530,2
avieCorbett1088,avieCorbett1088,NY,Earl L Vandermeulen High School,Port Jefferson,NY,2.7,2024,History,Geology,740,670,28,27,33,28,28,710,680,630,740,700,720,690,700,690,8
regineZandra1966,regineZandra1966,NY,William Floyd High School,Mastic Beach,NY,2.1,2024,Art History,Biology,510,470,18,17,17,16,11,470,550,520,450,440,480,460,490,470,0
brigidaMeyers325,brigidaMeyers325,NY,Brentwood High School,Brentwood,NY,2.6,2024,Mathematics,Computer Science,620,550,26,24,24,21,26,610,550,550,560,610,620,560,650,590,4
loretteTalbott9032,loretteTalbott9032,NY,Eastport South Manor Junior Senior High School,Manorville,NY,3.1,2024,Chemistry,Art History,720,680,33,28,33,23,31,640,700,690,690,720,730,700,660,730,1
antoninaKristoffer956,antoninaKristoffer956,NY,William Floyd High School,Mastic Beach,NY,2.7,2024,Chemistry,Music Theory,580,630,30,25,25,22,26,610,600,580,540,590,550,610,580,590,0
madaGerge3431,madaGerge3431,NY,Connetquot High School,Bohemia,NY,3.5,2024,Art History,Geology,740,730,30,30,35,26,28,760,690,690,650,760,700,770,700,780,3
perlNoelani2776,perlNoelani2776,NY,Sachem High School East,Farmingville,NY,3.1,2024,Physics,History,740,660,28,29,29,24,28,750,680,700,760,750,670,670,700,700,1
klarikaPer2320,klarikaPer2320,NY,Cold Spring Harbor High School,Cold Spring Harbor,NY,2.7,2024,Political Science,Music Theory,600,630,22,22,28,14,25,570,570,620,610,570,550,560,620,640,8
lexisEdy8587,lexisEdy8587,NY,Harborfields High School,Greenlawn,NY,2.9,2024,Political Science,Art History,630,630,23,19,23,22,28,520,610,580,620,560,560,620,550,590,7
sarenaPauletta4345,sarenaPauletta4345,NY,East Islip High School,Islip Terrace,NY,2.3,2024,Computer Science,Biology,460,510,20,21,17,13,15,480,500,470,480,410,450,480,500,490,2
geraldaTabbatha8577,geraldaTabbatha8577,NY,Kings Park High School,Kings Park,NY,2.5,2024,Physics,Mathematics,590,540,24,21,19,20,20,530,560,580,520,560,570,590,530,530,3
kippieWhiney3139,kippieWhiney3139,NY,Cold Spring Harbor High School,Cold Spring Harbor,NY,2.8,2024,Physics,Computer Science,600,570,23,20,22,25,19,590,540,600,590,600,590,620,610,590,1
judieAnneliese4746,judieAnneliese4746,NY,Kings Park High School,Kings Park,NY,3.2,2024,Geology,Chemistry,690,740,29,31,27,29,33,720,740,720,700,690,700,700,650,680,4
lindFreeborn5183,lindFreeborn5183,NY,Bayport Blue Point High School,Bayport,NY,3.0,2024,Music Theory,Art History,650,640,28,25,29,28,30,600,620,660,680,660,630,670,680,660,3
lynseyDulcinea5743,lynseyDulcinea5743,NY,Hampton Bays High School,Hampton Bays,NY,3.4,2024,Art History,Computer Science,800,740,31,27,30,28,32,770,770,790,790,780,790,780,760,760,5
luciliaEmeric2746,luciliaEmeric2746,NY,Pierson Middle High School,Sag Harbor,NY,2.2,2024,Physics,Geology,580,540,25,24,24,21,18,480,550,540,530,560,560,460,520,580,6
robenaXylina8350,robenaXylina8350,NY,Lindenhurst Senior High School,Lindenhurst,NY,2.8,2024,History,Biology,640,600,27,27,23,27,25,630,650,600,600,640,640,620,640,620,8
ryccaFaunia2886,ryccaFaunia2886,NY,Hampton Bays High School,Hampton Bays,NY,2.6,2024,Biology,Chemistry,640,600,23,24,28,27,29,580,660,620,590,570,580,580,670,590,4
devonneLion9988,devonneLion9988,NY,Smithtown Christian School,Smithtown,NY,2.5,2024,Geology,Mathematics,560,520,25,19,21,21,25,530,600,580,530,520,520,580,520,550,2
umekoDoherty7576,umekoDoherty7576,NY,Earl L Vandermeulen High School,Port Jefferson,NY,3.5,2024,Chemistry,Geology,700,670,27,36,33,32,29,690,670,690,720,750,670,670,640,690,5
shannahTolley1202,shannahTolley1202,NY,Huntington High School,Huntington,NY,2.5,2024,Biology,Chemistry,520,500,22,20,26,16,19,590,550,520,480,540,510,500,540,500,5
bethinaSari9605,bethinaSari9605,NY,Ward Melville Senior High School,East Setauket,NY,2.3,2024,Biology,Computer Science,580,540,21,23,25,20,21,560,540,520,510,550,560,480,570,550,6
doloritasBassett1924,doloritasBassett1924,NY,Saint Anthonys High School,Huntington Station,NY,2.6,2024,Physics,Chemistry,520,550,25,24,25,24,20,590,550,520,500,520,490,560,500,550,1
orelMackey9791,orelMackey9791,NY,Center Moriches High School,Center Moriches,NY,3.2,2024,Mathematics,Physics,650,700,30,29,32,32,26,760,770,710,740,720,720,730,690,740,7
winonahKacerek1309,winonahKacerek1309,NY,Saint Anthonys High School,Huntington Station,NY,2.7,2024,Art History,Music Theory,640,670,29,28,26,24,28,670,650,680,630,630,640,620,640,700,1
carrieLachish4548,carrieLachish4548,NY,Bridgehampton School,Bridgehampton,NY,2.5,2024,Geology,Music Theory,600,570,26,17,26,26,26,570,570,610,620,550,600,540,550,570,6
erinnaAbixah2096,erinnaAbixah2096,NY,East Islip High School,Islip Terrace,NY,2.6,2024,Music Theory,Computer Science,580,590,27,19,22,29,25,550,550,590,620,600,550,590,500,570,2
raniaPeregrine4554,raniaPeregrine4554,NY,Walter G Oconnell Copiague High School,Copiague,NY,2.0,2024,Art History,Physics,460,480,18,18,15,19,14,530,450,500,520,490,530,530,500,500,2
doeCulosio5843,doeCulosio5843,NY,Smithtown High School East,Saint James,NY,2.8,2024,Art History,Biology,590,670,30,26,30,22,23,650,660,620,610,610,660,700,650,620,1
doriaSchwenk5856,doriaSchwenk5856,NY,Bay Shore Senior High School,Bay Shore,NY,2.9,2024,Computer Science,Mathematics,630,660,32,27,27,21,21,710,630,620,600,650,660,660,640,670,6
rochelleZita3900,rochelleZita3900,NY,Kings Park High School,Kings Park,NY,2.6,2024,Music Theory,Biology,680,640,25,24,25,31,26,630,630,580,630,610,600,610,640,630,6
tammyNorword7839,tammyNorword7839,NY,William Floyd High School,Mastic Beach,NY,2.8,2024,Chemistry,Art History,590,620,23,24,29,22,24,680,620,660,630,690,630,640,670,570,9
brineyCesya4610,brineyCesya4610,NY,Smithtown Christian School,Smithtown,NY,3.2,2024,Physics,Chemistry,700,710,26,28,31,35,32,670,680,700,770,720,730,730,650,750,5
jaquenetteFeinleib2678,jaquenetteFeinleib2678,NY,East Islip High School,Islip Terrace,NY,2.6,2024,Physics,Art History,520,520,21,18,23,24,21,540,530,560,560,540,540,520,540,570,4
fernandinaSonny8596,fernandinaSonny8596,NY,Newfield High School,Selden,NY,3.2,2024,Computer Science,Political Science,650,630,31,26,28,29,25,730,690,720,700,700,660,680,690,670,7
konstanzeMelli6603,konstanzeMelli6603,NY,Center Moriches High School,Center Moriches,NY,2.9,2024,Biology,Music Theory,590,570,22,25,26,24,21,630,550,590,560,600,620,590,620,600,1
augustinaHeyes2635,augustinaHeyes2635,NY,Central Islip Senior High School,Central Islip,NY,3.1,2024,History,Political Science,650,620,27,21,26,26,29,670,650,670,680,670,660,690,660,690,6
georgeanneMoreno8733,georgeanneMoreno8733,NY,Shoreham Wading River High School,Shoreham,NY,2.6,2024,Biology,Chemistry,560,610,21,19,17,24,18,650,600,580,570,600,590,550,530,570,5
ashliLeventis953,ashliLeventis953,NY,The Knox School,St James,NY,1.7,2024,Music Theory,History,410,410,12,15,10,20,14,410,380,440,410,380,360,400,390,410,8
mabelMohl5495,mabelMohl5495,NY,Babylon Junior Senior High School,Babylon,NY,2.3,2024,Art History,Political Science,570,580,21,25,20,15,24,560,600,580,590,610,610,610,570,590,7
olympeMarlee3829,olympeMarlee3829,NY,Center Moriches High School,Center Moriches,NY,3.2,2024,Art History,Physics,720,770,32,28,30,29,31,800,780,750,760,800,800,690,800,800,1
tiffiBorchert6462,tiffiBorchert6462,NY,North Babylon High School,North Babylon,NY,2.9,2024,Physics,Music Theory,680,730,30,25,27,25,32,660,700,670,700,680,680,660,620,700,0
hedvigeChryste4751,hedvigeChryste4751,NY,Wyandanch Memorial High School,Wyandanch,NY,2.5,2024,Biology,Chemistry,540,570,18,19,25,25,19,560,590,510,590,510,550,560,590,570,8
kirsteniGauthier9592,kirsteniGauthier9592,NY,Babylon Junior Senior High School,Babylon,NY,2.3,2024,Chemistry,Physics,520,490,14,22,22,22,17,510,480,540,470,530,490,540,520,550,3
rosieMulvihill9105,rosieMulvihill9105,NY,Half Hollow Hills High School East,Dix Hills,NY,2.9,2024,Geology,Biology,660,680,25,26,26,25,27,710,630,650,630,630,630,580,690,660,6
casiLawton3020,casiLawton3020,NY,Smithtown High School East,Saint James,NY,3.3,2024,Music Theory,Physics,760,770,29,36,36,36,31,770,750,750,800,800,740,750,720,760,6
tamarahMcGruter3199,tamarahMcGruter3199,NY,Central Islip Senior High School,Central Islip,NY,1.8,2024,Chemistry,Mathematics,380,410,16,11,18,13,14,440,390,360,420,430,390,430,410,380,2
bonnibelleLonnard8265,bonnibelleLonnard8265,NY,Cold Spring Harbor High School,Cold Spring Harbor,NY,2.1,2024,Art History,Mathematics,520,410,15,18,15,19,22,500,450,480,490,500,480,420,480,490,7
shawnaSarine8025,shawnaSarine8025,NY,Wyandanch Memorial High School,Wyandanch,NY,2.5,2024,Physics,Geology,590,590,28,17,23,25,18,550,590,590,560,590,600,620,650,560,3
